Individual	WeeksSinceStart	distFromPrevious
CUB000	0.5	0.615987995297
CUB000	1	0.625079458546
CUB000	2	0.621304424311
CUB000	3	0.543337110112
CUB000	4	0.572432867614
CUB000	5	0.538045007755
CUB000	6	0.562812701102
CUB000	7	0.56663204527
CUB000	8	0.542511635075
CUB003	0.5	0.631826392752
CUB003	1	0.676288777094
CUB003	2	0.71601780462
CUB003	3	0.698940094642
CUB003	4	0.648237150247
CUB003	5	0.646574195427
CUB003	6	0.68147472738
CUB003	7	0.67226745666
CUB003	8	0.63794134916
CUB004	0.5	0.590326178415
CUB004	1	0.540155279318
CUB004	2	0.588501805527
CUB004	3	0.590122122754
CUB004	4	0.694984382263
CUB004	5	0.584706169843
CUB004	6	0.571712591998
CUB004	7	0.650917940712
CUB004	8	0.641308207748
CUB007	1	0.655647027147
CUB007	2	0.64187999613
CUB007	3	0.679150133082
CUB007	5	0.626825473473
CUB007	6	0.608693691083
CUB007	7	0.680794425152
CUB007	8	0.578556743604
CUB008	0.5	0.611894785337
CUB008	1	0.639327827925
CUB008	2	0.571042389086
CUB008	4	0.610444930239
CUB008	5	0.651591631918
CUB008	6	0.600519965216
CUB008	7	0.638694781896
CUB008	8	0.595044429887
CUB009	0.5	0.559827019602
CUB009	1	0.610615865844
CUB009	2	0.624940436156
CUB009	3	0.624696486711
CUB009	4	0.573602328417
CUB009	5	0.605575649562
CUB009	7	0.648579375735
CUB009	8	0.605851878098
CUB010	0.5	0.678347799715
CUB010	1	0.602822043028
CUB010	2	0.677876768074
CUB010	3	0.595867187221
CUB010	5	0.622761331677
CUB010	6	0.601531568531
CUB010	7	0.644417868595
CUB011	1	0.574610579825
CUB011	2	0.56643229255
CUB011	5	0.618520071517
CUB011	6	0.61500986544
CUB011	7	0.596486372395
CUB011	8	0.63018463636
CUB012	0.5	0.579180624892
CUB012	1	0.552584382415
CUB012	2	0.599327455539
CUB012	3	0.558873210497
CUB012	4	0.578026570661
CUB012	5	0.545783613366
CUB012	6	0.600128593992
CUB012	7	0.484305765364
CUB012	8	0.57669611181
CUB015	1	0.664143274508
CUB015	2	0.617678850477
CUB015	3	0.643850682584
CUB015	4	0.630222509914
CUB015	5	0.555306072839
CUB015	6	0.60564856268
CUB015	7	0.654133561733
CUB015	8	0.641026143016
CUB016	0.5	0.669498833441
CUB016	2	0.661551391234
CUB016	3	0.591065351355
CUB016	5	0.615574688005
CUB016	7	0.605520103403
CUB016	8	0.640276346141
CUB017	1	0.569611260967
CUB017	2	0.604945282527
CUB017	3	0.589224335021
CUB017	4	0.620969115437
CUB017	5	0.603249988158
CUB017	6	0.609369127867
CUB017	7	0.70431718699
CUB017	8	0.679805751909
CUB019	1	0.54942795644
CUB019	2	0.558894787033
CUB019	3	0.587222657311
CUB019	4	0.593482070847
CUB019	5	0.553207998966
CUB019	6	0.630082829915
CUB019	7	0.627120474496
CUB019	8	0.535646467088
CUB026	1	0.54706256391
CUB026	2	0.512024757202
CUB026	3	0.508879462954
CUB026	4	0.607753121922
CUB026	5	0.610703321494
CUB026	7	0.584001475768
CUB026	8	0.613231388402
CUB027	1	0.564169478183
CUB027	2	0.60992201029
CUB027	3	0.603210112162
CUB027	4	0.531977332053
CUB027	5	0.564255450689
CUB027	6	0.562369973661
CUB027	7	0.579248328493
CUB027	8	0.551896952341
CUB028	1	0.628086835665
CUB028	4	0.598397055058
CUB028	5	0.66812117994
CUB028	6	0.632693205156
CUB028	7	0.600208710748
CUB028	8	0.579753262892
CUB029	0.5	0.700026171535
CUB029	1	0.586182069562
CUB029	2	0.589192386961
CUB029	3	0.647562427663
CUB029	5	0.622640537126
CUB029	6	0.566392898083
CUB029	7	0.617507828669
CUB029	8	0.616473364395
CUB033	0.5	0.614220353571
CUB033	1	0.6360266996
CUB033	2	0.588782586362
CUB033	3	0.565317894498
CUB033	4	0.616380996833
CUB033	5	0.588480755515
CUB033	6	0.554775915727
CUB033	7	0.573881749717
CUB033	8	0.617438685561
CUB037	0.5	0.605406443701
CUB037	1	0.60006259319
CUB037	2	0.550394476156
CUB037	3	0.737784073316
CUB037	4	0.708469826423
CUB037	5	0.628494166285
CUB037	6	0.631064242744
CUB037	8	0.588591901419
CUB038	0.5	0.604942971027
CUB038	1	0.561532181088
CUB038	2	0.602539638959
CUB038	3	0.631051709842
CUB038	5	0.618500869528
CUB038	7	0.712431920079
CUB038	8	0.694696279144
CUB040	0.5	0.566489627023
CUB040	1	0.613521889984
CUB040	2	0.578389422264
CUB040	3	0.585722930012
CUB040	4	0.534459286888
CUB040	5	0.717952101968
CUB040	6	0.706944429823
CUB040	7	0.561159178719
CUB040	8	0.642508953121
CUB042	0.5	0.518603295127
CUB042	1	0.537374874352
CUB042	2	0.562141906571
CUB042	3	0.560481322787
CUB042	4	0.593556076399
CUB042	5	0.568269067074
CUB042	6	0.596343204925
CUB042	7	0.563385995859
CUB042	8	0.560999032537
CUB044	0.5	0.676872052029
CUB044	1	0.626746371435
CUB044	2	0.571782931071
CUB044	3	0.562979591681
CUB044	4	0.618519544458
CUB044	5	0.600619088747
CUB044	7	0.608957569462
CUB044	8	0.571118136292
CUB048	0.5	0.611289402486
CUB048	1	0.573851062926
CUB048	2	0.497456608019
CUB048	3	0.633659355799
CUB048	4	0.569169442904
CUB048	5	0.537564371157
CUB048	6	0.542073626546
CUB048	7	0.51579157729
CUB048	8	0.571966052143
CUB050	1	0.598924972875
CUB050	2	0.530733034822
CUB050	3	0.469728740438
CUB050	4	0.46172125568
CUB050	5	0.53466278121
CUB050	6	0.518270695563
CUB050	7	0.511637538397
CUB050	8	0.557642033314
CUB051	0.5	0.678623446397
CUB051	1	0.639748136437
CUB051	2	0.591215803034
CUB051	5	0.640776176764
CUB051	7	0.58237770465
CUB051	8	0.627231526701
CUB052	0.5	0.541653987737
CUB052	1	0.532172231003
CUB052	2	0.518821042945
CUB052	3	0.474723380826
CUB052	4	0.509023699252
CUB052	5	0.566408736182
CUB052	6	0.554575025128
CUB052	7	0.490247881846
CUB052	8	0.562050270846
CUB053	0.5	0.536039310993
CUB053	1	0.643619652434
CUB053	2	0.612985682322
CUB053	3	0.562854419609
CUB053	4	0.585278067573
CUB053	5	0.596163693189
CUB053	6	0.622511781792
CUB053	7	0.637258405646
CUB056	1	0.567374573408
CUB056	2	0.51343140933
CUB056	3	0.59222380321
CUB056	4	0.611245822779
CUB056	5	0.623732683732
CUB056	6	0.613296869615
CUB056	8	0.603783185427
NAU101	1	0.473279157909
NAU101	2	0.459271418806
NAU101	3	0.514994503504
NAU101	4	0.526311957929
NAU101	5	0.48681356524
NAU101	6	0.513853034287
NAU101	8	0.5137167016
NAU101	9	0.4809234121
NAU105	1	0.62850625451
NAU105	2	0.649080513092
NAU105	3	0.623175648655
NAU105	5	0.535370133787
NAU105	6	0.527107838888
NAU105	8	0.54083155431
NAU106	2	0.551931624791
NAU106	3	0.597748293316
NAU106	4	0.558749864553
NAU106	5	0.59277669085
NAU106	6	0.585056107162
NAU106	8	0.571182371203
NAU106	9	0.562838977108
NAU109	1	0.570324786906
NAU109	3	0.572990197994
NAU109	4	0.612179664262
