2	3	4	5	6	7	
persMeans	0.25711501	0.187030075	0.153411306	0.133751044	0.120885547	0.111793372
persMeans	0.214092141	0.144067581	0.109277003	0.08735603	0.071907666	0.06039126
persMeans	0.290688062	0.220997447	0.187355424	0.167456844	0.154162759	0.144502188
persMeans	0.25534188	0.17288961	0.126498501	0.094155844	0.068993506	0.047931235
persMeans	0.353253137	0.288358556	0.255718166	0.235009332	0.220161872	0.208653473
persMeans	0.323488045	0.251913803	0.217349809	0.196745027	0.183001808	0.173101266
persMeans	0.266935484	0.19124664	0.154233871	0.132248464	0.117549923	0.106888441
persMeans	0.392505525	0.318439823	0.28053044	0.256655616	0.240004018	0.227672293
persMeans	0.24982125	0.172902494	0.133817491	0.10887418	0.090764234	0.076612327
persMeans	0.301320831	0.229755423	0.195848817	0.176072365	0.162972085	0.153458359
persMeans	0.181030213	0.118163164	0.088339348	0.070461567	0.058657044	0.050561334
persMeans	0.284071181	0.214471726	0.178720238	0.155270337	0.138076637	0.124826389
persMeans	0.289936664	0.217863007	0.186464931	0.168748534	0.156462585	0.146551724
persMeans	0.175246827	0.108486131	0.077797927	0.059786867	0.047786957	0.039139633
persMeans	0.204930468	0.138242731	0.106927939	0.087357775	0.073767383	0.063938053
persMeans	0.315026213	0.244274118	0.208704791	0.186501897	0.171069798	0.159563673
persMeans	0.339285714	0.261904762	0.223076923	0.198685243	0.181318681	0.168040293
persMeans	0.24893918	0.165572169	0.124177724	0.099919176	0.084410992	0.073864529
persMeans	0.224460133	0.143895349	0.103045404	0.077484773	0.060077519	0.047722868
persMeans	0.367498672	0.295450522	0.258629846	0.23484245	0.217737653	0.204770756
persMeans	0.256640345	0.161791098	0.107896626	0.071159368	0.043431443	0.020938023
persMeans	0.302101901	0.227606952	0.189892624	0.166242254	0.14973262	0.137440582
persMeans	0.299173832	0.233864441	0.201365706	0.180847605	0.166240335	0.154994942
persMeans	0.27097972	0.20358826	0.172138573	0.153818297	0.141626882	0.132754927
persMeans	0.266189675	0.205597643	0.176623377	0.158875461	0.146386484	0.136858165
persMeans	0.272651473	0.191912173	0.151695386	0.127084491	0.110755976	0.099464981
persMeans	0.227876592	0.15807924	0.124709831	0.105088149	0.091850179	0.081960913
persMeans	0.321263096	0.253729526	0.220906849	0.201279538	0.188073104	0.178474989
persMeans	0.238216175	0.170816327	0.138620019	0.119317568	0.106420473	0.097199546
persMeans	0.357036406	0.284117522	0.246582925	0.221896956	0.203906749	0.190014903
persMeans	0.272279595	0.203343988	0.169439663	0.148020654	0.132796492	0.121294703
persMeans	0.308424908	0.23789011	0.204307692	0.184322344	0.171428571	0.163076923
persMeans	0.302818627	0.228851541	0.192460317	0.170576564	0.155707283	0.144771242
persMeans	0.239488567	0.161574871	0.125079911	0.104345955	0.091344972	0.082831325
