Feature_id	Mean_decrease_in_accuracy	Standard_deviation
318598	0.00534891765871878	0.00119722769659892
835964	0.00450197196922025	0.000894008461236624
139920	0.0039653449701391	0.000587515722692293
321584	0.00323550956595315	0.000389396022439881
359961	0.00302039693285417	0.000490405415730471
134792	0.00180746108320929	0.000349979655598509
519673	0.00172316501335436	0.000489645196155258
60251	0.0016113061987998	0.000490092221271525
255161	0.00151725047757109	0.000430588046956856
264723	0.00128387119374629	0.000263769350485254
970302	0.00126206605080247	0.000369372698137082
391286	0.00125665276483356	0.000352873348032777
357993	0.00115017969698055	0.000343107768040085
1065569	0.00113443369317765	0.0003159947076546
1130519	0.00110930129454864	0.000259228885516624
393051	0.00104605918014163	0.000183594132859418
571908	0.00101452145672475	0.000405698897459881
952082	0.00101370294116365	0.000451936843136575
764322	0.000975497835297969	0.000393070635651122
73021	0.000939970490942618	0.000368439537081333
987439	0.000926063404718944	0.000420817420053739
941733	0.000897591255390489	0.000329602744067633
807172	0.000895400234709948	0.000331533481696324
370584	0.000867274630631377	0.000324957047882716
93000	0.000853953339169979	0.000246695750593994
252119	0.000841932439235137	0.000463185089123386
633624	0.000841139285489375	0.000228415455531873
133380	0.000840748124381888	0.000228261745969785
1141476	0.000829375464570394	0.000165463738042759
471141	0.000826435128337773	0.000307988526750864
812158	0.00082587448128639	0.000504887503156107
526872	0.000792331103563654	0.000302480055626329
753872	0.000774239370543911	0.000251301716259247
470207	0.000740294987534288	0.000291043104090495
2862781	0.000734583918016148	0.000277204531724631
380491	0.000722020919064062	0.000441422165283287
197711	0.000700009253625781	0.000257818764297235
3801267	0.000644804525559008	0.000204577852147929
524581	0.000641180124898525	0.000386482384872366
210540	0.000618400844272357	0.000171861666902614
20360	0.000601410498849715	0.000256465985854753
1866742	0.000578962339196062	0.000154743207419743
210201	0.000560049806623872	0.000261104568926211
132101	0.000557110340300401	0.000171623622066425
206642	0.00055554905173878	0.000152537984682266
1101669	0.000536085216734551	0.000231416563426808
864640	0.000531042725027365	0.000433452436240322
157727	0.000521912245524373	0.000261828943571348
244710	0.000499677149231247	0.000182685941174537
155546	0.000498422166923077	0.000264643815098652
291846	0.000498060756840846	0.00034569315772006
1131894	0.000498051393120534	0.000258989908275998
207374	0.000494639199686601	0.000290536025921361
652802	0.000493118207435329	0.000185910434696759
59566	0.000487217617968786	0.000487429406909124
91369	0.000483869347479426	0.000132532737292125
255731	0.000481406499336542	0.000271054222167734
390267	0.000471390534738417	0.000166426610769078
467605	0.000470755401181945	0.000281001964131714
136946	0.000451066449149001	0.000147290213987121
3070686	0.000448498326973285	0.000119402188736381
3445563	0.000448374617266656	0.000254139924799917
48874	0.000447853948620191	0.000288462357380413
807348	0.000445540829832678	0.000368032296655314
582722	0.000444966680900321	9.30101657269218e-05
829133	0.000442122706855549	0.000111300396023397
470460	0.000438149649623578	0.000216410185496145
132873	0.000435459196260423	0.000159611196001294
426444	0.000431230561357111	0.000176435373640278
134053	0.000429645837257618	0.000155114987018182
1084540	0.000426191295427368	0.000317707937931285
561636	0.000419898126544668	0.000163461336542904
6378	0.000411385539604615	0.000151055621612659
143958	0.000404655271667639	0.00028229667070581
1110594	0.000401384183933578	0.00019977903707709
60136	0.000399034584017418	0.000115748837667707
234468	0.000396341269078422	0.000194072580610606
576759	0.000387695042095371	0.000240256205070957
4094262	0.000380691207663956	0.000177206831497635
14290	0.000362987064688478	0.000245410007908643
3464844	0.000362471172409503	0.000172203611368021
218121	0.000336329052266914	0.000156737192961593
542828	0.000335378015581024	0.000186285975113165
909523	0.000324999871517353	0.000196080907416716
525942	0.000324784040430167	0.000200061102112128
2084904	0.000319180741334085	0.000136109229642022
286683	0.000317842964240545	0.000215660421156259
932077	0.000312898450163012	0.000319382377028557
342427	0.000312482844990583	0.000303387966139407
560209	0.000311638476269483	0.000171999778732429
3228684	0.000311159725291478	0.000171211521675436
504674	0.000309474124872363	0.000169481452829478
129558	0.000304078843846169	0.000170505663225608
137341	0.000303337414234224	7.8123497698731e-05
3595363	0.000302596012980575	0.00030665338949726
807249	0.000297952766651458	0.000232681302524578
2947337	0.000295362317714156	0.000170650950665573
74655	0.000295028136362811	8.37039282770403e-05
1002000	0.000290553301174254	0.000157633520813367
293758	0.000288304239664316	0.000175848964902603
905277	0.000287559935588168	0.000236646078046871
580992	0.000287230541148101	0.000142004313431066
536919	0.000285425242111198	0.00019188637351052
566395	0.000282119414686029	0.000105411153685048
510422	0.00028193519375327	0.000187533119726355
160802	0.000281475496381951	0.000106734497920042
58688	0.000280280425510338	0.000117935282333498
279515	0.000279240684945275	9.46374326955527e-05
200634	0.000278721348650238	0.000102257252534002
94043	0.000277680159842736	0.000242764482091615
252229	0.000273240948672122	0.000105183452677139
13354	0.000268368156371688	0.000234391472790063
63123	0.000267913661087326	0.000183586506159947
217506	0.000265747405728238	0.000293174022408955
79540	0.000262527929104602	0.000175639754643609
555113	0.00026245113071577	0.000167096082336708
505587	0.000260295164687914	0.000213294632510865
2317377	0.000251912443309428	0.000150858293912709
104265	0.000251772330606487	0.000166558378265928
3642350	0.000247087456538182	0.000137291446985748
236255	0.000245141567497827	0.000202858593553659
530206	0.000244126371885418	0.000148740775643239
3731236	0.000238382911227604	0.000163083533398051
134265	0.000236838311246781	0.000165968065958951
132745	0.000236257100405194	0.000226696216977654
252421	0.000236035928417793	7.22062866065466e-05
1042479	0.000235356061280454	0.000158118224831629
350105	0.000234897485099905	0.000176831211806917
1082607	0.000232590222378067	0.000130678284765225
149689	0.000231972831675729	9.56545887617003e-05
2045	0.000231449829563149	0.000208728847451879
538247	0.000229721165601137	0.000106028135181701
1017181	0.00022585431637787	0.000111015439745315
245050	0.000225560020541857	0.000145974141670134
4030370	0.00022323367810558	8.08427101232674e-05
210076	0.000222427832329588	0.000257593613423467
1144223	0.000219749515283156	9.87855157278393e-05
995960	0.00021937149220388	8.20465916662846e-05
73471	0.000216298692220911	0.000239250815806586
346938	0.000214535474261548	0.000139437100792292
231787	0.000210674459927068	0.000125701351138687
180119	0.000208893492826521	0.000134927710080087
11448	0.000205936326949365	0.000163655057826551
379667	0.00020550037631096	0.00015056518757519
148259	0.000205378089788361	0.000142212803850845
761172	0.000205323061884597	0.000201929246523094
589329	0.000204440128916704	0.00020542187075566
329820	0.000203168904125957	0.000165476675654462
251488	0.000202813239258251	7.54326344957231e-05
958078	0.000202343916937251	3.79520023668131e-05
1142332	0.000201364867111063	9.73226136643894e-05
83011	0.000200838896645265	0.000122096570288819
565753	0.000197721306447229	0.000232451505806843
141938	0.000196010599882838	0.000155168913414045
137784	0.000194296217212122	0.000132470376730385
316924	0.000192847881747346	0.000132627882493479
152124	0.000192470078211617	0.000147599538159223
98983	0.000187305650234805	9.08908309790957e-05
565812	0.000186609005984735	0.000180179156430147
1080820	0.000183100481166416	0.000303422625479806
3746875	0.000182666246124427	9.52978023708849e-05
980172	0.000182389182972375	0.000220073301986834
181627	0.000181038274574241	6.12206196735915e-05
12483	0.000179657666836631	0.000112946297340457
129773	0.000179484027315601	0.000127032313805777
7349	0.000178743878266707	0.000186257517622563
467198	0.00017841295534534	0.000115137946768743
572079	0.000177245444117078	0.000202986952887508
11247	0.000175988343660264	0.000110243002227147
137445	0.000175987205203819	0.000160943853101593
149852	0.000175220181696863	5.65819849037342e-05
131702	0.000174421235238195	0.000151160018474321
292898	0.000173588004826306	0.000115986026336533
469898	0.000171839986727644	0.000147254187287105
927089	0.000170905668862832	7.8782535761007e-05
69669	0.000170304117892703	0.000123244751397846
218225	0.000170052971575615	0.000110696808794728
533434	0.000169751549476603	0.000130537028242257
780555	0.000169018472971307	8.21199691823661e-05
605656	0.000168491035746911	0.000197282200271841
204197	0.00016747329808407	0.000154561998224095
137154	0.000166705487740555	0.000136089859203925
760359	0.00016540810607202	0.000113713258094647
230277	0.000165401044223339	9.77751131884241e-05
996126	0.000165047569814809	0.000114389031643633
289967	0.000164519587022882	0.000170434593063423
1054332	0.000164281134123551	0.000151329418655862
1941	0.000163273869233378	0.000160698500769065
195828	0.000160803799544234	0.000113660415809816
345077	0.000160709824765306	0.00016500481946251
70071	0.000160197862218156	0.000153781529406728
1565317	0.000159709913789708	0.000185949724577248
296379	0.000158113690661386	0.000139692758078553
1057169	0.000157886156665071	8.96251306467097e-05
461341	0.000156954513013739	0.00013762257525451
2772151	0.000156924317105338	0.000134175338118096
537111	0.000156385483158032	0.000118255220764609
2855257	0.000155078376924708	5.9903810117505e-05
9555	0.00015461653474825	7.8711571679887e-05
192605	0.000153223009852862	0.000158310681514214
338355	0.00015306124313194	0.000121547718550512
825242	0.000152640354770953	0.000108625178382586
1039348	0.000152265446857027	0.000168168054873839
240314	0.00015211191082368	7.04233192061791e-05
937812	0.000151546253595302	0.000125280618834244
17538	0.000151268376031375	0.000187234435322998
109334	0.000151244729273722	8.83882393864227e-05
357533	0.000148880514487873	0.000218650493365448
1108876	0.000148833161894369	9.9535124575968e-05
1000876	0.000147676295923253	7.09964164835285e-05
802209	0.000146672806976385	3.66104426325749e-05
28952	0.000146376164040911	0.000197518966571897
504699	0.000146371467162541	0.000111131902537692
5439	0.000146134943818995	0.00014085506624002
682737	0.000144388893476058	0.000150811971942439
621651	0.000143988692302483	0.00014032562763518
446522	0.000143177754587521	0.000172616498819163
264176	0.000141834174300866	7.34044849867474e-05
252155	0.000140471503254399	0.000102691291676341
258375	0.000138609774686787	9.08621087229084e-05
1137157	0.000138319092905817	0.000163921388022787
152865	0.00013804171715079	0.000106474118941132
221997	0.000137665238207124	0.000131810731823223
321409	0.000135266679704638	0.00017024346575689
110404	0.00013478319755462	0.000113340942232493
894538	0.000134037509845555	0.000119359100751577
568926	0.000131737322319861	0.000175722513904487
297934	0.000131148176030965	0.000121621496364102
305420	0.000130288017707111	0.000119275651829598
1119348	0.000128272084940359	9.25839997980089e-05
210800	0.000126744619910458	0.000249539216767286
269125	0.000126703151230418	2.88701513257561e-05
738230	0.00012616596541334	0.000105681340906054
277506	0.000126031848068134	6.80605451913476e-05
2020091	0.000124833429912092	0.000101223608318233
132328	0.000124810202846105	0.000110661233785342
548730	0.000123758623197111	7.10039948351136e-05
515747	0.000123602069233384	0.00017917732795008
185861	0.0001216046054898	0.000114832808142352
878129	0.000119641737400318	9.7386936147688e-05
456393	0.000119567840774363	0.000117982137602394
960131	0.000118942327642611	6.50660247125258e-05
206565	0.000118848815185137	0.000143636469844546
180785	0.000118402042568639	9.47351803774396e-05
22216	0.000117824031930504	0.000166730488467135
244517	0.00011767221791565	0.000134683781149201
150282	0.000117478555221571	9.52385946453989e-05
271238	0.000117440073102849	9.79729275495756e-05
300276	0.000117128893830324	8.37153515048587e-05
2785328	0.000116621585579847	3.72831271729811e-05
7884	0.000115536907345028	9.39209876917799e-05
131765	0.000111221032800395	0.000123154847961213
347236	0.000110766625654072	9.35573760229578e-05
556500	0.00010950656476091	0.000127161125491247
225284	0.000108552237987551	0.000110482114532369
967290	0.000108074554802946	9.605599581296e-05
1023075	0.000107932984699818	8.31094623842842e-05
286210	0.000107880629905752	9.52957217644437e-05
519510	0.000107782532357678	8.25270736154441e-05
2223978	0.00010691056088281	8.55388306921565e-05
152818	0.000106199745996232	0.000131166760564084
70628	0.000106176563168368	0.000149989776921806
292364	0.000106071511947354	5.9043089261692e-05
512790	0.000104953253037713	0.000136957622153972
661838	0.000104231743725461	9.37508741061105e-05
991351	0.00010351207395515	9.19833659219205e-05
470441	0.000103321950380418	0.000201313943617109
106751	0.000103242121095411	7.90390521947791e-05
167380	0.000102975513576685	0.000124901489531152
291008	0.000101635026788167	4.79876322533735e-05
1145765	0.000101592902469615	0.000123674582731061
356304	0.000101381939490173	8.12528663903985e-05
125235	0.000100908249677218	3.67695908219017e-05
322856	9.96985860146817e-05	5.46461887550338e-05
587004	9.96829652555595e-05	7.26359073130324e-05
102265	9.92862589280022e-05	8.08974479128341e-05
134081	9.90762929204997e-05	7.27794182858592e-05
777467	9.87296157812729e-05	0.00024373738463841
862696	9.87137954269587e-05	6.69027548016205e-05
534222	9.87033510522512e-05	0.000143355694478954
471156	9.86638581341605e-05	4.88153563770447e-05
301270	9.77280843678577e-05	0.000110311352924648
370437	9.75781951987667e-05	4.59581143654182e-05
470190	9.54188336509772e-05	2.75778024116703e-05
437047	9.5184066538005e-05	7.56539556903065e-05
551576	9.50386433123827e-05	0.000128928676933592
208678	9.45928452543143e-05	6.00366656764282e-05
539347	9.43250344660959e-05	0.000143903635883413
865748	9.32799823900609e-05	9.05149128931387e-05
105593	9.27838425950292e-05	0.000132592399811676
4200871	9.24172716496392e-05	6.19820635258547e-05
996857	9.18529464958411e-05	4.23156459473683e-05
56599	9.16316134183509e-05	0.000100872027556004
81483	9.0968013307901e-05	7.11347901441796e-05
556419	9.09033155188892e-05	8.24449472585055e-05
911016	9.04281885354252e-05	0.000249083572817561
194205	9.03197039342241e-05	8.53985479512538e-05
4213913	8.96084050655767e-05	7.63455541483366e-05
360483	8.86849154630056e-05	5.79851915576242e-05
787362	8.73805175199538e-05	0.000136590150735686
3364423	8.72253321489585e-05	0.000113908920825698
104522	8.70097578450662e-05	3.3679147418824e-05
543900	8.61247214566512e-05	6.41061500261801e-05
557799	8.60735643468671e-05	0.000119385923490055
4250206	8.52554521570472e-05	8.17578931623989e-05
586166	8.46451994060496e-05	0.000128140583165157
101021	8.4146030848854e-05	8.16364924712134e-05
783719	8.40209694371438e-05	7.29884530920282e-05
1792755	8.39413347558697e-05	6.31010553803348e-05
388951	8.17428517936838e-05	0.000150248511444523
470724	8.146665288491e-05	7.9991673099073e-05
101304	8.11461758116656e-05	3.41099178369904e-05
208818	8.10062106167861e-05	5.66974668343924e-05
553208	8.09214563444173e-05	0.000133821670228385
1121491	8.08397111771455e-05	6.3451766678288e-05
137744	8.02182394844577e-05	7.92549258720978e-05
416400	8.01349104783763e-05	9.74122302575293e-05
92771	7.96988866784373e-05	0.000132639113047631
509109	7.95936409045692e-05	0.000127244065788029
904178	7.94134079474553e-05	0.000101306383952922
1140689	7.93369261987051e-05	6.42722639243167e-05
2806353	7.88205960655495e-05	4.32990302666678e-05
137489	7.88071094207986e-05	0.000223582003325631
3538	7.77525982287609e-05	5.76533931856531e-05
9551	7.75190672317464e-05	9.22050122896227e-05
363305	7.74516169963513e-05	0.000112185504652721
571374	7.72455561116637e-05	5.57503884768202e-05
451398	7.6874110595209e-05	8.52088340047495e-05
224212	7.6488228449434e-05	7.40672968261665e-05
1143681	7.568251066975e-05	6.60890189365158e-05
367554	7.56812497354609e-05	3.94325638614927e-05
177706	7.5513980087425e-05	5.24012448133503e-05
811597	7.54541788178229e-05	0.000171736510066054
924256	7.54512255296431e-05	4.43861956229787e-05
134209	7.45729049623884e-05	5.01991382617155e-05
114096	7.3156763699921e-05	8.81177696591151e-05
521981	7.31500471232816e-05	0.000189524077231926
467521	7.29491219442709e-05	6.68569582225225e-05
39419	7.29109978082097e-05	5.77627715573921e-05
558276	7.25590203965158e-05	6.90396014860113e-05
505749	7.24411079801887e-05	8.00205863180907e-05
239506	7.21124224539614e-05	6.96256354288959e-05
464268	7.19223924085939e-05	7.61361467865551e-05
296732	7.18532499662705e-05	4.54409092123053e-05
71387	7.17644198242193e-05	4.34781824898092e-05
133178	7.17556564684328e-05	7.79868815856404e-05
556297	7.14862949908314e-05	0.000126929251127391
538304	7.11944899759736e-05	5.41198922310533e-05
719608	7.11882288633237e-05	6.67256129128487e-05
954974	7.07639603014406e-05	6.12557279038503e-05
874556	6.97949102434333e-05	4.71743804746378e-05
281438	6.93450644531962e-05	6.02579222283047e-05
611597	6.91847138684268e-05	7.51426230688582e-05
190597	6.90542536460652e-05	9.07384842018891e-05
180446	6.89153414883352e-05	7.69568179078245e-05
194626	6.85558307343723e-05	8.4398240269308e-05
175383	6.82831437997357e-05	4.95930620059518e-05
134528	6.77645218647397e-05	4.3586920901545e-05
92131	6.75299525740717e-05	9.97673663907509e-05
262464	6.74500988333033e-05	2.2777666758255e-05
974203	6.71482523628255e-05	4.3791544223469e-05
322142	6.6668356815602e-05	0.000159009494875852
852665	6.66464014623197e-05	3.77010535105225e-05
29001	6.63559821098029e-05	5.78860361422735e-05
593441	6.59504146779997e-05	4.60615204308622e-05
3194932	6.58983407647045e-05	6.29606498929654e-05
2323591	6.58934718523072e-05	0.000110137467574852
71923	6.54012455524389e-05	4.98419002585727e-05
