Individual	WeeksSinceStart	distFromPrevious
CUB015	3	0.318793891
CUB015	4	0.404665601
CUB015	5	0.449164834
CUB015	6	0.502168463
CUB015	7	0.555436931
CUB015	8	0.440866319
CUB016	0.5	0.275772917
CUB016	2	0.305976939
CUB016	3	0.252391033
CUB016	5	0.470928679
CUB016	7	0.344253355
CUB016	8	0.557047912
CUB017	1	0.512472602
CUB017	2	0.390735411
CUB017	3	0.231622938
CUB017	4	0.238056084
CUB017	5	0.19780128
CUB017	6	0.203364623
CUB017	7	0.505958949
CUB017	8	0.252235715
CUB019	1	0.267561193
CUB019	2	0.230354303
CUB019	3	0.345680287
CUB019	4	0.282796906
CUB019	5	0.211464602
CUB019	6	0.43092855
CUB019	7	0.419184402
CUB019	8	0.360796161
CUB026	1	0.242636549
CUB026	2	0.112658501
CUB026	3	0.164010852
CUB026	4	0.183486957
CUB026	5	0.239998917
CUB026	7	0.264112761
CUB026	8	0.29133161
CUB027	1	0.223490498
CUB027	2	0.140672292
CUB027	3	0.326327353
CUB027	4	0.341634781
CUB027	5	0.351992894
CUB027	6	0.439031146
CUB027	7	0.421632137
CUB027	8	0.235114934
CUB028	1	0.279255241
CUB028	4	0.381871943
CUB028	5	0.227842021
CUB028	6	0.334599261
CUB028	7	0.314435311
CUB028	8	0.251502048
CUB029	0.5	0.428290355
CUB029	1	0.235823251
CUB029	2	0.165738653
CUB029	3	0.199274067
CUB029	5	0.198361657
CUB029	6	0.175854457
CUB029	7	0.188417193
CUB029	8	0.190652667
CUB033	0.5	0.326330986
CUB033	1	0.447136913
CUB033	2	0.361623822
CUB033	3	0.206105804
CUB033	4	0.414316774
CUB033	5	0.197959646
CUB033	6	0.186432258
CUB033	7	0.30170644
CUB033	8	0.36554892
CUB037	0.5	0.319154722
CUB037	1	0.254727879
CUB037	2	0.159349501
CUB037	3	0.491439394
CUB037	4	0.673330511
CUB037	5	0.351282631
CUB037	6	0.317524828
CUB037	8	0.205276556
CUB038	0.5	0.325283039
CUB038	1	0.259218576
CUB038	2	0.189662314
CUB038	3	0.293055513
CUB038	5	0.369632929
CUB038	7	0.328734587
CUB038	8	0.240685406
CUB040	0.5	0.247009063
CUB040	1	0.351513538
CUB040	2	0.383166251
CUB040	3	0.155808881
CUB040	4	0.461505824
CUB040	5	0.609196968
CUB040	6	0.394299048
CUB040	7	0.258836182
CUB040	8	0.26546743
CUB042	0.5	0.163269452
CUB042	1	0.245803358
CUB042	2	0.236694892
CUB042	3	0.310481025
CUB042	4	0.228840199
CUB042	5	0.280076764
CUB042	6	0.245109838
CUB042	7	0.339757466
CUB042	8	0.308111041
CUB044	0.5	0.446197674
CUB044	1	0.469381177
CUB044	2	0.305355006
CUB044	3	0.253740928
CUB044	4	0.295854151
CUB044	5	0.251741218
CUB044	7	0.45471265
CUB044	8	0.358032511
CUB048	0.5	0.23643716
CUB048	1	0.226388144
CUB048	2	0.250740029
CUB048	3	0.462731453
CUB048	4	0.431074253
CUB048	5	0.230797524
CUB048	6	0.169686339
CUB048	7	0.188924504
CUB048	8	0.410337556
CUB050	1	0.379775759
CUB050	2	0.230775224
CUB050	3	0.251644186
CUB050	4	0.198550889
CUB050	5	0.324565105
CUB050	6	0.197159455
CUB050	7	0.323629711
CUB050	8	0.502235266
CUB051	0.5	0.615499866
CUB051	1	0.544728531
CUB051	2	0.123664245
CUB051	5	0.188490106
CUB051	7	0.204563815
CUB051	8	0.266973035
CUB052	0.5	0.114418405
CUB052	1	0.205875991
CUB052	2	0.241678727
CUB052	3	0.19310489
CUB052	4	0.382648348
CUB052	5	0.527041792
CUB052	6	0.345038411
CUB052	7	0.25523745
CUB052	8	0.592077577
CUB053	0.5	0.23360959
CUB053	1	0.322031601
CUB053	2	0.23902827
CUB053	3	0.558199765
CUB053	4	0.354961746
CUB053	5	0.335728285
CUB053	6	0.438416399
CUB053	7	0.219757527
CUB056	1	0.21404379
CUB056	2	0.274641968
CUB056	3	0.370129957
CUB056	4	0.335290153
CUB056	5	0.284634416
CUB056	6	0.236150464
CUB056	8	0.180842289
NAU101	1	0.142573439
NAU101	2	0.241116691
NAU101	3	0.188989533
NAU101	4	0.216728246
NAU101	5	0.296251004
NAU101	6	0.201358498
NAU101	8	0.202013753
NAU101	9	0.178541156
NAU105	1	0.333792784
NAU105	2	0.464095866
NAU105	3	0.595712417
NAU105	5	0.15368842
NAU105	6	0.139709413
NAU105	8	0.159466138
NAU106	2	0.204675264
NAU106	3	0.257929885
NAU106	4	0.156425025
NAU106	5	0.204231748
NAU106	6	0.268335344
NAU106	8	0.304141629
NAU106	9	0.196048729
NAU109	1	0.311202732
NAU109	3	0.106965288
NAU109	4	0.497635888
NAU109	5	0.347235721
NAU109	6	0.445348393
NAU109	8	0.419922619
NAU109	9	0.427517572
NAU110	1	0.318179393
NAU110	2	0.328880144
NAU110	3	0.097902474
NAU110	4	0.304989216
NAU110	5	0.272311363
NAU110	6	0.454317622
NAU110	8	0.416356064
NAU110	9	0.214208975
NAU121	1	0.358314582
NAU121	2	0.369139527
NAU121	3	0.472030766
NAU121	5	0.435241269
NAU121	6	0.332208232
NAU121	8	0.417386906
NAU121	9	0.60687107
NAU123	1	0.231839097
NAU123	2	0.450037599
NAU123	3	0.608942528
NAU123	4	0.440613353
NAU123	5	0.369196668
NAU123	6	0.38573271
NAU123	8	0.463752915
NAU123	9	0.29901347
NAU132	1	0.48894905
NAU132	2	0.470625822
NAU132	3	0.06332824
NAU132	4	0.081654703
NAU132	5	0.148714388
NAU132	6	0.106476384
NAU132	8	0.132156009
NAU132	9	0.091905242
NAU133	1	0.2231688
NAU133	2	0.132379273
NAU133	3	0.326561716
NAU133	4	0.265699771
NAU133	7	0.186677593
NAU133	8	0.307973129
NAU133	9	0.312279739
NAU134	1	0.550439693
NAU134	2	0.561315783
NAU134	3	0.298621375
NAU134	4	0.112465897
NAU134	6	0.428319502
NAU134	8	0.314216604
NAU136	1	0.21300505
NAU136	2	0.185250388
NAU136	3	0.302647791
NAU136	5	0.227574151
NAU136	6	0.509249864
NAU136	8	0.463534803
NAU147	1	0.274266981
NAU147	3	0.3419812
NAU147	4	0.281270097
NAU147	5	0.535117439
NAU147	6	0.369866961
NAU147	9	0.248940234
NAU148	1	0.321988241
NAU148	2	0.416862304
NAU148	4	0.282210083
NAU148	5	0.280212454
NAU148	8	0.329624532
NAU148	9	0.317639959
NAU149	1	0.25516435
NAU149	2	0.312065574
NAU149	3	0.387851992
NAU149	4	0.137862035
NAU149	5	0.28140499
NAU149	7	0.267683561
NAU149	8	0.215313144
NAU149	9	0.315022647
NAU150	1	0.320582533
NAU150	2	0.301543573
NAU150	3	0.251593764
NAU150	4	0.172681867
NAU150	5	0.359510037
NAU150	7	0.313886491
NAU150	8	0.252564293
NAU150	9	0.196094594
NAU154	2	0.575065104
NAU154	3	0.458497404
NAU154	4	0.249620706
NAU154	5	0.402785004
NAU154	6	0.500445117
NAU154	9	0.309752791
NAU155	1	0.431767291
NAU155	2	0.310259918
NAU155	3	0.441124788
NAU155	4	0.255538997
NAU155	5	0.247891978
NAU155	6	0.693962974
NAU155	8	0.690648507
NAU155	9	0.496524917
NAU157	1	0.469701382
NAU157	2	0.2733507
NAU157	3	0.339396666
NAU157	4	0.389517441
NAU157	5	0.275886302
NAU157	6	0.276142984
NAU157	8	0.363397048
NAU157	9	0.396364323
NAU160	2	0.332572288
NAU160	3	0.336646282
NAU160	4	0.566872538
NAU160	5	0.611661742
NAU160	8	0.420829678
NAU160	9	0.376270889
NAU164	1	0.627374458
NAU164	2	0.598848472
NAU164	3	0.374771159
NAU164	4	0.359735141
NAU164	5	0.191532106
NAU164	6	0.248388936
NCS203	1	0.222200645
NCS203	2	0.360291832
NCS203	3	0.379720265
NCS203	5	0.399831845
NCS203	6	0.399635143
NCS203	7	0.463808119
NCS203	8	0.289025408
NCS203	9	0.354545672
NCS204	1	0.378406321
NCS204	2	0.439305054
NCS204	5	0.218927782
NCS204	6	0.300223509
NCS204	7	0.361906254
NCS204	9	0.138836377
NCS210	1	0.107726171
NCS210	2	0.121342796
NCS210	3	0.300186344
NCS210	5	0.193200654
NCS210	6	0.188354891
NCS210	7	0.128961109
NCS210	9	0.297780619
NCS212	1	0.227816994
NCS212	2	0.213216156
NCS212	3	0.197882357
NCS212	5	0.22801726
NCS212	6	0.268596453
NCS212	7	0.365594779
NCS212	9	0.243783945
NCS213	1	0.201931786
NCS213	2	0.24612389
NCS213	3	0.258732997
NCS213	5	0.185169945
NCS213	6	0.312638399
NCS213	7	0.269451262
NCS214	1	0.158785006
NCS214	2	0.283458665
NCS214	5	0.450981932
NCS214	6	0.518356345
NCS214	7	0.241733375
NCS214	8	0.22073016
NCS214	9	0.293762197
NCS233	1	0.338494993
NCS233	2	0.306968542
NCS233	3	0.06791121
NCS233	5	0.337010715
NCS233	6	0.152703745
NCS233	7	0.372224388
NCS233	8	0.307157372
NCS233	9	0.299495062
NCS234	1	0.185877684
NCS234	2	0.107643268
NCS234	3	0.427900651
NCS234	5	0.422029981
NCS234	6	0.088400635
NCS234	7	0.247257937
NCS234	8	0.250586513
NCS243	1	0.284761546
NCS243	2	0.344095487
NCS243	3	0.293935462
NCS243	5	0.127451121
NCS243	6	0.242828687
NCS243	8	0.162199899
NCS243	9	0.272838508
NCS248	1	0.2406903
NCS248	2	0.250491377
NCS248	3	0.269472111
NCS248	5	0.309032383
NCS248	6	0.336000229
NCS248	7	0.208775692
NCS248	8	0.164716898
NCS248	9	0.196153453
NCS253	1	0.302179396
NCS253	2	0.335207601
NCS253	3	0.401270011
NCS253	5	0.472125715
NCS253	6	0.269772347
NCS253	7	0.211036509
NCS253	8	0.272966595
NCS253	9	0.200151917
NCS263	1	0.494510726
NCS263	2	0.367383803
NCS263	5	0.181796247
NCS263	6	0.255941121
NCS263	7	0.312310147
NCS263	8	0.20498653
NCS263	9	0.18567948
