#SampleID	CU	NAU	NCS
T20715	0.492	0.458	0.05
T20881	0.486	0.406	0.108
T20800	0.452	0.418	0.13
T20605	0.492	0.448	0.06
T20951	0.418	0.524	0.058
T20471	0.462	0.398	0.14
T20266	0.214	0.722	0.064
T20575	0.348	0.514	0.138
T20670	0.52	0.438	0.042
T21574	0.364	0.57	0.066
T20420	0.42	0.456	0.124
T20681	0.574	0.342	0.084
T20062	0.396	0.384	0.22
T20653	0.508	0.372	0.12
T20371	0.578	0.372	0.05
T20817	0.498	0.362	0.14
T20991	0.394	0.51	0.096
T20805	0.476	0.436	0.088
T20782	0.458	0.32	0.222
T21106	0.534	0.396	0.07
T21300	0.262	0.664	0.074
T21169	0.312	0.48	0.208
T20938	0.442	0.498	0.06
T21312	0.258	0.63	0.112
T20346	0.276	0.636	0.088
