Feature_id	Mean_decrease_in_accuracy	Standard_deviation
139920	0.00450173899647156	0.000549765427995448
318598	0.00443539222811187	0.0010786754898054
519673	0.00394652247738857	0.000409272933990597
321584	0.0038451214976358	0.000636507533199931
359961	0.00352005578340244	0.000430814307034063
252119	0.0027276295897666	0.000527926066849722
1084540	0.00196497876647778	0.000442338833913698
20360	0.00193304939417226	0.000604528986316476
1082607	0.0019040712920903	0.000761829763872054
835964	0.00182304530583388	0.000726439710057397
470207	0.00173483893997191	0.000575598298925389
134792	0.0016517211403873	0.000433973900910236
393051	0.00164292499443795	0.000481299007519349
210201	0.00163662339835911	0.000382260738484307
911016	0.00149440091336336	0.000353837964991177
941733	0.00147780938669656	0.000377296290599856
909523	0.00130801265102521	0.000438694342186943
864640	0.001253218762716	0.000292073357476715
526872	0.00119118054371979	0.000282256077894168
807172	0.00118913892999899	0.000378842088111756
255161	0.00116028667901817	0.000404386560824578
264723	0.00115934209441888	0.000225638463459743
504674	0.00111717931215349	0.000391406152972369
582722	0.00105195934671515	0.000280939271694538
560209	0.000989320995188799	0.000359298943905715
970302	0.000921864530115173	0.00020531406584937
60251	0.000895965816353379	7.47108097433835e-05
1065569	0.00088089655819679	0.000396396356927078
155546	0.000870588395105155	0.000238807670527685
571908	0.000848457772287741	0.000419253153493847
952082	0.00083011528861461	0.000253125861280081
13354	0.00081203255400133	0.000161839616580172
505587	0.000806528542270419	0.000369871072938151
350105	0.000781931378057209	0.000422685489580065
286683	0.000764180796073465	0.000171557621735441
1080820	0.000727676682344492	0.000284888390373001
244710	0.000709749166146682	0.000199893574343678
69669	0.000680948087752085	0.000351226899623611
79540	0.000667259909251623	0.00016157166066636
987439	0.000663879592315865	0.000355724224116949
3827097	0.000662119936361677	0.000142463355675049
471141	0.000658100730263554	0.000228123009223434
132101	0.000632877940452611	0.000263387004246332
377874	0.000628924256258027	0.000339444212968848
2862781	0.00062033741158499	0.000181281082725694
510422	0.000599239537786727	0.000515724374793952
134053	0.000580725389291436	0.00043582983679805
565753	0.000573627113732553	9.35631109351542e-05
143958	0.000570935614233615	0.000552358680248806
248535	0.000570586360149641	0.000184498813320683
59566	0.000569091461410015	0.000157422524158038
14290	0.000561164806457683	0.00030295996815645
136946	0.000553036381360097	0.000151930616024602
905277	0.000551886921488504	0.000118411885443001
995960	0.000550944265001079	8.41836476403784e-05
470460	0.000549540198191436	9.13246453266818e-05
3801267	0.000544324479166036	0.00046241378748449
542828	0.000541448862399813	0.000302469971236809
7349	0.000536955428040605	0.000325549332748504
218225	0.000528973929182508	0.000196972634998183
6378	0.000526830474733731	9.10351695472327e-05
1101669	0.00052148473491331	0.000314577790004453
753872	0.000515993368532836	0.000228205203336036
132873	0.000513020790939563	0.000233683365684757
633624	0.000508276359315623	0.000297315057981249
461341	0.000507652078160745	0.000238437455934231
218121	0.000506886919929937	0.000189753212723102
131702	0.000501696899566456	0.000201935367610668
210540	0.000498710987361979	0.000443333149769689
3225199	0.000480719648336129	0.000204590984885781
2317377	0.000478628273330945	0.000259931922308216
1110594	0.000470315793458852	0.000145449156246982
131765	0.000462201927815973	0.000256402348135192
74655	0.000461885461088267	0.000256520729735275
252155	0.000458424563704434	0.000219219680476857
1141476	0.000454632357403505	0.000227672555130439
1130519	0.000451384946270008	0.000172756563102024
802209	0.00044432573529437	0.000247769418656093
133380	0.000438334037464533	0.000234281151556833
743755	0.000435867156668129	0.000211683929963305
60136	0.000426570078889606	0.000363848931872225
197711	0.000423621627653852	0.000209854127404856
181627	0.000418824546496715	0.000132503312170357
266173	0.000417681564951009	0.000172356201251131
437047	0.000416403689953439	0.000199145959669215
360483	0.000413462331454928	4.62837960528331e-05
345077	0.000407284566609314	0.000233824066612027
83011	0.000398324585950683	0.000109479750693037
561636	0.000396014340089409	0.000150807398494052
565812	0.000391945316615954	0.00017251733594534
227285	0.000390848647870699	0.000224481822036506
3464844	0.000378318557339415	0.000177857109569227
960131	0.00037827948511327	0.000219617992891893
652802	0.000376031405969557	0.000139090566708291
342427	0.000372809954516412	0.000210689571899917
627230	0.000371473429254865	0.000151355392388424
996126	0.00037028269162759	0.000182748606460741
80455	0.0003636159744823	0.000123607100066632
204197	0.000356112176395239	8.53663656383112e-05
992022	0.000354442784933422	0.000136736879897838
269125	0.00035400137565927	0.00029640783272922
2772151	0.000346314300931568	0.000217279631141922
962249	0.000345328858279225	0.000136045837294485
557799	0.000343871054556735	0.000153166404190893
266777	0.000336145485444831	0.000176286350992103
470190	0.000335513392194972	0.000199616737930376
3595363	0.000328610953829232	0.000334190754160042
829133	0.000326754634131238	0.000229608541163773
293758	0.000322281875253938	0.000122373555648144
576759	0.000322263087002596	0.000279007567654815
505749	0.000322102762702594	0.000104667622536438
19141	0.00030567637766684	0.000139648657966388
556419	0.000300969195694193	0.000110408390614071
2084904	0.000292200939026674	0.000176328122193169
234468	0.000287523494241739	0.000198877582132355
504699	0.000286864296080558	0.00020252318354648
213952	0.000285915979723192	0.000134499686473483
92771	0.000284049751275957	0.000143298148890061
210076	0.000282061646036189	0.000144607118563024
150282	0.000281645063164732	0.000119390057699609
1941	0.00028146511713586	9.68740807133736e-05
760359	0.000281134987497726	3.85730644045109e-05
370584	0.000279382183624412	0.000292831629232786
89854	0.000278056724858839	9.84090828726574e-05
945061	0.000269639106000215	0.00020852330394625
426444	0.000268336172747976	0.000192345630411194
464268	0.000265523238723055	0.000135613243589691
932077	0.000262982090255429	0.000152404947665235
47990	0.000257007462573691	6.39132017320116e-05
605656	0.000254734209030811	0.000196063570766241
73021	0.00025286766881348	0.000148575312983146
92535	0.000251126167691626	0.000166273176676186
4094262	0.000245510598142644	0.000128253994549557
833206	0.000245325144095528	0.000174602256140284
519510	0.000244848617056733	9.03503429990009e-05
1131894	0.000240941684046352	0.00016831469359458
556500	0.00024043520996876	9.19936982216176e-05
134528	0.000238013862000795	0.000103115929610531
548051	0.000235898810126176	0.000138151798451793
390267	0.000235565314811447	0.000176894884286332
71923	0.000234080021161407	0.00016949044669737
1039348	0.000227003747448966	0.000162458152689684
305420	0.000226860373085357	5.74960685000159e-05
1124370	0.000226202236182291	0.000182752232677006
1091685	0.000221230723317301	9.84380016242002e-05
367189	0.000220950003365015	0.000118207333772057
110404	0.000220947119292149	0.000206245072886112
56208	0.000219018317742686	0.000136254651235211
78890	0.000218071505393261	8.64015457349263e-05
566395	0.000215866167364618	9.19651824583341e-05
1657324	0.000213157090593814	9.19846569192773e-06
200634	0.000210405980287275	0.000182797866217072
980172	0.00021038618462426	0.000111855386652321
537111	0.000206897583397633	0.000237220509227136
780555	0.000204580285473574	0.00031873602308986
470724	0.000204125341574364	8.87846099996639e-05
3445563	0.000202786114223098	0.000174546252681326
4271700	0.000199856597401766	8.21267113920048e-05
580992	0.000198693653146541	0.000160354216184532
137784	0.000194391882438052	0.000122826085858419
556297	0.00019143739221798	0.000155737116723166
812158	0.000190072820650631	0.000181351374923187
416400	0.00018985203155071	0.000142546073297177
469898	0.000189634074816967	0.000112958124698719
223891	0.000186671518097546	0.0001028657505769
70071	0.000186189517379763	0.00020932339493613
354988	0.000185608620434597	0.000268207055724195
4200871	0.000182699130039684	0.000227074172322576
469663	0.000182569690533363	0.000150230846829196
2307137	0.00018224274895019	9.70940056681805e-05
184255	0.000182034628443058	0.000106919239894319
292364	0.00018173208178874	7.04509375912625e-05
536919	0.000181217787387	0.000111019289780268
761172	0.00018042926625923	0.000130826356535044
764322	0.000179272994111728	0.000139703522225518
114095	0.000178960572495425	8.56599503425649e-05
379667	0.000177448930890827	0.000137316261675833
292898	0.000176363450446828	8.47109569449537e-05
98983	0.000176250390873806	5.40473927007501e-05
316924	0.000173909097155843	5.96714526704998e-05
110675	0.000173810949556978	8.71206198646622e-05
109334	0.000170107050437582	7.08850357269948e-05
164352	0.00017008997485909	8.95541357230791e-05
357533	0.000169611450471228	0.000166154946826629
526718	0.000168292380626771	0.000139539859174504
286210	0.000167322862978497	0.000107622273058182
215499	0.000167009056638577	0.000106139200778766
296732	0.000166305101701546	0.000157584936749062
380491	0.000163993407191073	9.48265083277891e-05
2343601	0.000163769939013597	7.52495084067427e-05
575053	0.000162622596680071	0.000132652220982902
297934	0.000161105005797887	0.000178901307715378
157727	0.000160019488003959	7.05752120969572e-05
149689	0.000159803177037049	0.000114124338267763
252229	0.000158524357029238	0.000104835279879126
495394	0.000157968488771033	0.000130367643127721
1042479	0.000157473473846826	7.52649082499896e-05
129558	0.000156221067665249	0.000116611747214762
2806353	0.000155737221866529	4.08395370976988e-05
63166	0.000155694848984535	0.000143767873044243
31123	0.000154940596405616	9.00676481379595e-05
556233	0.000154489215612731	8.22892929347046e-05
825242	0.000153934871047172	8.89432035837095e-05
470243	0.000152442371969054	0.000105695489599143
74511	0.000151166113569172	0.000162541667353596
46393	0.00015106205506509	8.22729515599708e-05
255731	0.000150088234390625	0.000117211421625724
258375	0.000150086192008683	0.000150518462564652
137489	0.000149476442432551	0.000187101889099409
102265	0.00014817408919513	7.27195521888437e-05
